,,,,,,,,,,,,,,,,Normalised abundance,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,C_Norm,,,,,,A_LD,,,,,,B_HD,,,,,,QC,,,
Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Drift time (ms),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,C_Norm_1,C_Norm_2,C_Norm_3,C_Norm_4,C_Norm_5,C_Norm_6,A_LD_1,A_LD_2,A_LD_3,A_LD_4,A_LD_5,A_LD_6,B_HD_1,B_HD_2,B_HD_3,B_HD_4,B_HD_5,B_HD_6,D_QC_1,D_QC_2,D_QC_3,D_QC_4
2.96_315.2437m/z,,315.2436992,1,2.963683333,3.023921378,0.083333333,0,0,0,Infinity,B_HD,C_Norm,100,67.19197285,4.84,0,0,0,0,0,0,0,0,0,0,0,0,70.72209653,65.82259691,64.13498446,71.16490774,67.73748369,63.56976776,6.136039761,5.169770766,5.866531531,5.437931192
6.24_130.0652m/z,,130.0652435,1,6.237416667,1.403963497,0.119033333,0,0,0,Infinity,B_HD,C_Norm,100 - 1.62,66.57036563,7.86,0,0,0,0,0,0,0.24899684,0.184748967,0.271650168,0.08747646,0,0.096078193,68.46273515,57.33616738,64.91470308,67.24637669,68.46867947,72.993532,14.99062088,19.61129877,21.17342336,19.06191153
3.69_195.1635m/z,,195.1634679,1,3.687466667,1.943949457,0.0857,0,0,0,Infinity,B_HD,C_Norm,100,66.08808022,6.39,0,0,0,0,0,0,6.437126576,4.071992448,9.514381313,8.144170202,10.94944632,6.901869656,63.67283202,66.47765994,62.59462494,62.24275762,73.26561649,68.27499028,15.78139352,20.20301878,15.44425253,14.42486758
6.22_333.0696m/z,,333.0695603,1,6.215983333,3.779901723,0.021433333,0,0,0,Infinity,B_HD,C_Norm,100 - 2.41,55.16747414,17.69,0,0,0,0,0,0,0,0,0,0,0,0,53.9372957,48.3944299,50.75504167,65.67697918,43.93281224,68.30828617,2.370330001,3.831298742,5.699293432,8.314278633
5.00_180.0353m/z,,180.0353203,1,4.996866667,1.781953669,0.090466667,0,0,0,Infinity,B_HD,A_LD,100 - 1.66,51.83117416,5.18,0.012869054,0,0,0,0,0,0,0,0,0,0,0,52.52873944,47.35256171,51.23007174,50.90185859,54.77203505,54.20177843,6.499894262,6.349159584,10.62217736,4.238036999
8.20_251.2747m/z,,251.2746503,1,8.20175,2.429936822,0.057133333,0,0,0,Infinity,B_HD,C_Norm,100,51.25561999,29.88,0,0,0,0,0,0,0,0,0,0,0,0,36.58460405,36.60702125,64.44239356,48.89233595,74.50834065,46.4990245,0,0,0,0
7.76_486.1372m/z,,486.137182,1,7.758966667,4.859873643,0.064266667,0,0,0,Infinity,B_HD,C_Norm,100 - 7.69,45.69548179,8.18,0,0,0,0,0,0,0,0,0,0,0,0,42.60870652,49.12574794,49.63648867,46.62002197,40.04285169,46.13907395,0,0,0,0
7.11_174.0336m/z,,174.033565,2,7.111333333,1.511960689,0.1119,0,0,0,Infinity,B_HD,C_Norm,100 - 6.77,42.41316294,7.72,0,0,0,0,0,0,0,0,0,0,0,0,46.72994131,43.49457482,37.72815432,39.411247,43.19203841,43.92302176,8.618204381,8.930499323,11.93935949,9.43358966
8.21_667.2305m/z,,667.2305025,1,8.2089,7.181813273,0.04285,0,0,0,Infinity,B_HD,C_Norm,100 - 17.3,41.63399348,19.6,0,0,0,0,0,0,0,0,0,0,0,0,38.99924445,27.06173154,48.80263648,40.60335158,47.17968688,47.15730998,0,0,0,0
5.44_328.1283m/z,,328.1282842,1,5.435116667,3.347912954,0.069033333,0,0,0,Infinity,B_HD,C_Norm,100 - 4.06,32.42375862,11.27,0,0,0,0,0,0,0,0,0,0,0.032491643,0.245607014,30.51661854,34.39560978,36.66469366,32.56641302,34.16155058,26.23766616,0,0,0,0
5.00_330.2817m/z,,330.2816716,1,5.004,3.40191155,0.064283333,0,0,0,Infinity,B_HD,C_Norm,100,30.58259894,14.09,0,0,0,0,0,0,0,0,0,0,0,0,22.85460661,35.31335375,30.171619,31.10807188,30.267768,33.78017437,0,0,0,0
5.00_182.0637m/z,,182.0637158,1,4.996866667,1.835952265,0.05475,0,0,0,Infinity,B_HD,A_LD,100 - 0.552,18.88335732,14.08,0,0,0,0,0,0.292399216,0,0,0,0,0,0,19.35113609,16.05087419,16.3155627,18.80941832,23.38481224,19.38834037,2.696557632,0.876667823,1.771571804,1.296638783
4.04_154.0858m/z,,154.0858137,1,4.0398,1.619957881,0.0357,0,0,0,Infinity,B_HD,C_Norm,100 - 0.701,18.66471277,7.4,0,0,0,0,0,0,0,0,0,0,0,0.069963578,18.22902618,17.943287,20.41986889,17.89787173,20.35274859,17.14547425,2.866792043,3.514997993,1.809940284,1.50586158
8.01_423.0534m/z,,423.0534424,1,8.011316667,3.67190453,0.0357,0,0,0,Infinity,B_HD,C_Norm,100,17.62257701,23.21,0,0,0,0,0,0,0,0,0,0,0,0,18.58435676,21.98675058,20.84866249,16.7780347,17.14891368,10.38874387,0,0,0,0
7.11_163.3907m/z,,163.3906574,1,7.111333333,1.619957881,0.076183333,0,0,0,Infinity,B_HD,C_Norm,100,16.88919152,12.03,0,0,0,0,0,0,0,0,0,0,0,0,17.86272035,17.54635476,14.28474421,20.03262803,15.45639166,16.15231007,0.668883826,0,1.059376385,1.073217902
7.13_189.0556m/z,,189.0556326,1,7.13275,1.835952265,0.076183333,0,0,0,Infinity,B_HD,C_Norm,100,16.65869492,12.66,0,0,0,0,0,0,0,0,0.001310145,0,0,0.059712963,16.68625784,17.64378191,12.91114858,19.32138169,16.43481388,16.95478563,2.256991807,1.043802535,1.605416518,1.393792986
7.48_324.5589m/z,,324.5589331,1,7.475566667,3.023921378,0.061883333,0,0,0,Infinity,B_HD,C_Norm,100,16.51420061,16.14,0,0,0,0,0,0,0,0,0,0,0,0,16.65439747,16.21837524,15.14372782,20.31806672,12.50626114,18.24437526,0,0,0,0
8.01_251.5096m/z,,251.5095599,1,8.011316667,2.375938226,0.064283333,0,0,0,Infinity,B_HD,C_Norm,100,15.6644788,20.59,0,0,0,0,0,0,0,0,0,0,0,0,13.00213977,14.76067083,11.38953801,20.15695601,17.23446722,17.44310098,0,0,0,0
7.48_262.0457m/z,,262.0456796,1,7.475566667,2.537934014,0.040483333,0,0,0,Infinity,B_HD,C_Norm,100,12.05660997,26.22,0,0,0,0,0,0,0,0,0,0,0,0,15.89832447,12.02803504,13.49770386,6.411312818,13.01767475,11.48660891,0,0,0,0
6.51_209.9891m/z,,209.9890522,1,6.511183333,2.699929802,0.043,0,0,0,Infinity,B_HD,C_Norm,100,11.60972658,29.06,0,0,0,0,0,0,0,0,0,0,0,0,8.790686923,8.617322653,16.46389597,13.90201874,13.21030056,8.674134637,0,0,0,0
6.22_310.0811n,310.0810714,311.0883478,1,6.215983333,3.13191857,0.21665,0,0,0,626991.6462,B_HD,C_Norm,100 - 15 - 0.384,6827.894549,4.36,0,0,0.034943384,0,0,0.03039619,0.182252912,0,0,0,0.325682432,0,7288.193963,7058.911058,6652.216762,6773.322913,6450.651264,6744.071339,2399.755836,2260.585046,2160.195511,2251.160066
6.22_308.0834n,308.0834081,309.0906845,1,6.215983333,3.13191857,0.30235,0,0,0,199279.7349,B_HD,A_LD,100 - 22.6,17312.05514,4.73,0,0.571504248,0,0,0.04556114,0.000343129,0,0.125726678,0.039338689,0.019790659,0,0.33638278,18633.15618,17792.87413,17032.32807,16942.63361,16234.51917,17236.81971,7133.688493,6841.300307,6377.23308,6621.070249
5.18_179.0949n,179.0948701,180.1025424,1,5.180166667,2.051946649,0.176166667,0,0,0,64782.85191,B_HD,C_Norm,100 - 13 - 0.725,12216.2532,2.05,0.001136113,0.277596533,0,0,0.472661991,0.380039332,5896.47586,5839.834661,5468.049672,5781.046904,5804.129892,5897.08453,12642.08542,12227.1206,11943.7896,12063.17106,12343.15161,12078.20088,7958.930257,7743.400493,7507.759821,7783.172244
7.13_163.0399m/z,,163.0399315,1,7.125616667,1.619957881,0.169016667,0,0,0,37471.58006,B_HD,A_LD,100 - 8.1 - 0.388,3747.600427,1.22,0.353950952,0.016645704,0,0,0,0.30880923,0.113253274,0.028587063,0.338249648,0.119980856,0,0,3783.62263,3780.243994,3670.922482,3748.712186,3718.285227,3783.816042,1443.053526,1390.59989,1443.336199,1492.268759
7.12_251.2047m/z,,251.2047179,1,7.118466667,2.429936822,0.0976,0,0,0,31810.61599,B_HD,A_LD,100,100.517305,4.49,0,0,0,0.060293902,0,0,0,0,0.010660334,0.008298866,0,0,99.05860731,104.0920247,103.0413887,104.9947182,92.87883436,99.03825681,22.31085381,24.07453964,20.97704199,28.18264271
5.06_192.9577m/z,,192.9577016,1,5.061133333,1.889950861,0.0357,0,0,0,27803.0522,B_HD,C_Norm,100 - 1.49,65.56637295,7.64,0.000113515,0,0,0.014035947,0,0,1.850701968,4.681979529,2.967829242,5.78259996,4.69061242,3.911844299,70.4605855,55.49397553,67.10985219,74.79913945,62.25651645,63.27816857,17.90422132,16.3441314,19.44252231,19.04837313
5.91_372.1561m/z,,372.1561414,1,5.9065,3.67190453,0.133316667,0,0,0,27695.74411,B_HD,A_LD,100 - 9.21,216.8160926,8.43,0.034895253,0,0.003031769,0,0.073747785,0.000517648,0,0,0,0.046970991,0,0,244.3066185,212.2328908,209.5969314,228.5963865,215.8343099,190.3294184,40.99228431,31.50121881,25.32675018,44.79388468
5.17_110.0606m/z,,110.060566,1,5.173033333,1.349964901,0.14045,0,0,0,26623.4262,B_HD,C_Norm,100 - 2.42,819.327361,2.79,0,0.007827058,0,0,0.176821008,0,187.5569292,210.8659375,204.0681548,182.648061,197.8112261,229.3625111,799.0312995,807.3703705,814.0430469,802.1848527,857.6688756,835.6657209,286.836775,321.5672457,336.6916319,366.434894
4.04_210.1131m/z,,210.1130504,1,4.0398,2.105945245,0.142816667,0,0,0,19561.76184,B_HD,C_Norm,100 - 6.45,427.9489418,3,0,0.131260858,0,0,0,0,0,0,0,0,0.452036698,0,436.6489436,443.5705867,411.6775818,433.6686428,428.6284933,413.4994027,107.8603413,98.79351999,110.5153694,116.823381
